,model,dag_id,idiomatic_airflow_score,idiomatic_airflow_reasoning,no_hallucination_score,no_hallucination_reasoning,instruction_adherence_score,instruction_adherence_reasoning,overall_score
834,Fine-tuned (Qwen 2.5 1.5B Airflow),178,1,"The code uses TaskFlow API with @task decorators, which is the modern, idiomatic way to write Airflow DAGs in version 2.x. It appropriately uses decorators for task definition rather than wrapping everything in PythonOperators.",1,"The code uses only standard Airflow libraries (airflow.decorators, airflow.models.dag, pendulum). There are no imports from test utilities or internal testing modules. The code is clean and production-ready from an import perspective.",0,"The code fails to demonstrate the key requirements: (1) It doesn't show actual cross-task data sharing - tasks are not connected and don't pull XComs from each other, (2) The push_to_xcom task is called with None instead of task_instance, which would cause a runtime error, (3) No demonstration of 'returning values' method for XCom (tasks don't return values), (4) Most critically, despite the DAG being named 'example_xcom_bash' and the instruction specifically mentioning 'bash operator interactions', there is no BashOperator present in the code at all. The print statement references BashOperator but none exists. The code is incomplete and doesn't fulfill the instruction to show various XCom methods and bash operator interactions.",0.6666666666666666
835,Fine-tuned (Qwen 2.5 1.5B Airflow),179,0,"The code fails to use appropriate SQS operators and hooks. It incorrectly uses S3Hook for SQS operations (e.g., 'sqs_hook = S3Hook()' in create_sqs_connection and delete_sqs_queue). While it does use SqsSensor, it should be using SqsHook for queue creation/deletion and SqsPublishOperator for publishing messages. The code wraps connection creation logic in PythonOperators (@task decorators) instead of using proper Airflow connection management.",0,"The code explicitly imports and uses testing modules that should not be in production code: 'from tests.system.utils.watcher import watcher' and 'from tests.system.utils import get_test_run'. These are test harness components that indicate this is test boilerplate, not production-ready code. The comment '# Needed to run the exam' at the end further confirms this is test code.",0,"The code does not fulfill the user instruction. The instruction requires: (1) dynamically creating an SQS queue, (2) publishing multiple messages, (3) demonstrating different message retrieval strategies using sensors, and (4) queue deletion. The code fails on multiple fronts: it doesn't actually create an SQS queue (just creates a connection with a hardcoded queue URL), doesn't publish any messages to SQS, doesn't demonstrate different sensor strategies, and the queue deletion logic uses the wrong hook (S3Hook instead of SqsHook). The code is mostly focused on S3 operations rather than SQS operations as requested.",0.0
836,Fine-tuned (Qwen 2.5 1.5B Airflow),180,0,"The code uses @task decorators with boto3 client directly (e.g., 'boto3.client(""s3"")' in create_sample_data) instead of using native Airflow operators. For S3 operations, it should use S3CreateObjectOperator or similar providers. The create_sample_data task manually creates an S3 bucket and uploads files using boto3 instead of using S3CreateBucketOperator and S3CreateObjectOperator. While SageMakerHook is imported, the actual implementation wraps boto3 logic in Python callables rather than using dedicated SageMaker operators throughout.",0,"The code contains several issues: 1) References to non-existent attributes like 'hook.sagemaker_rds_instance_endpoint_id' which is not a valid SageMakerHook attribute (SageMaker hooks don't have RDS-related attributes). 2) The code is incomplete and cuts off mid-definition ('processing_job_nam' is truncated). 3) Variables like 'processor = ""tmx""' appear arbitrary and unexplained. 4) The INPUT_DATA_S3_URI path construction is malformed ('s3://{{ params.sample_data_url }}/alaska/train/' mixed with hardcoded paths). These suggest hallucinated or incorrectly generated code elements.",0,"The instruction requires: 1) Transform raw training data, 2) Train a classification model, 3) Expose as real-time prediction service, 4) Automated infrastructure provisioning, and 5) Prediction capabilities. The provided code is incomplete and only partially addresses these requirements. It starts infrastructure setup (S3 bucket creation) and begins model creation, but the code cuts off before completing the training job configuration. There is no model training implementation, no endpoint deployment for real-time predictions, and no actual prediction capability demonstrated. The workflow is fundamentally incomplete and does not deliver a deployable ML model with prediction service as requested.",0.0
837,Fine-tuned (Qwen 2.5 1.5B Airflow),181,1,"The code correctly uses native Airflow providers and operators specifically designed for Google Cloud DLP tasks. It imports and uses CloudDLPCreateJobTriggerOperator, CloudDLPGetJobTriggerOperator, CloudDLPListJobTriggersOperator, CloudDLPUpdateJobTriggerOperator, and CloudDLPDeleteJobTriggerOperator from airflow.providers.google.cloud.operators.dlp. This is the idiomatic approach rather than wrapping logic in PythonOperator with hooks.",0,"The code contains clear evidence of test harness boilerplate and internal testing module imports. Specifically, it imports 'from tests_common.test_utils.watcher import watcher' and uses 'listtasks = watcher(dag.tasks)' within the DAG context. This is not production-ready code and includes testing infrastructure that should not be present in a clean example DAG.",0,"While the code attempts to demonstrate create, get, list, update, and delete operations for DLP job triggers, it has several critical issues: 1) The code is incomplete (truncated at the update task description), 2) Tasks are defined twice - once outside the DAG context and once inside, creating confusion, 3) There is no clear sequential task dependency chain established (no >> or << operators shown to link the tasks in order), 4) The code contains syntax errors (e.g., 'task_id=""dlp_create_trigger""]' has a closing bracket instead of quote). These issues prevent it from serving as a proper technical reference for sequential task management as requested.",0.3333333333333333
838,Fine-tuned (Qwen 2.5 1.5B Airflow),182,0,The code attempts to use Azure-specific operators but uses incorrect and non-existent operators. 'AzureAdvisorListPatchesOperator' is not a real Airflow operator for file transfer/deletion. 'LocalFilesystemToLocalDirectoryOperator' is not a valid Azure transfer operator. The correct operators for the task would be 'LocalFilesystemToWasbOperator' or 'LocalFilesystemToAzureBlobStorageOperator' for upload and 'AzureBlobStorageDeleteOperator' for deletion. The import statement also has a syntax error ('local_to azure_blob' instead of 'local_to_wasb').,0,"The code explicitly imports test harness modules at the end: 'from tests.system.utils.watcher import watcher' and 'from tests.system.utils import get_test_run'. It also includes test boilerplate code like 'test_run = get_test_run(dag)' and 'list(dag.tasks) >> watcher()'. Additionally, it references non-existent operators like 'AzureAdvisorListPatchesOperator' which appears to be hallucinated. There are also syntax errors like 'delete_patch_from advisor' (space in variable name) and 'is_delete_object(True)' which is not valid syntax.",0,"The instruction asks for a pipeline demonstrating file transfer and deletion between local file systems and Azure cloud storage. While the code attempts to show upload and deletion operations, it fails to properly implement them using correct operators. The 'download_blob_to_local' task uses a non-existent operator and incorrect blob URI format. The deletion task uses 'AzureAdvisorListPatchesOperator' which is not appropriate for blob deletion. The code also includes unnecessary connection creation logic and advisor-related operations that don't align with the simple file transfer/deletion demonstration requested.",0.0
839,Fine-tuned (Qwen 2.5 1.5B Airflow),183,1,"The code uses native Airflow providers and operators specifically designed for Alibaba Cloud services (AliyunOSSCreateBucketOperator, OSSDeleteBucketOperator, AliyunVPCCreateOperator, AliyunVPCDeleteOperator). It does not wrap cloud service logic in PythonOperator with hooks, which demonstrates proper idiomatic Airflow usage.",0,"The code contains clear test harness boilerplate and imports internal testing modules. Specifically: 'from tests.system.utils.watcher import watcher', 'from tests.system.utils import get_test_run', 'test_run = get_test_run(dag)', and 'list(dag.tasks) >> watcher()'. These are testing utilities that should not be present in production DAG code. Additionally, there's a bug: 'bucket=name' should be 'bucket_name=bucket_name' in the delete_bucket task.",1,The DAG successfully demonstrates sequential task execution pattern for cloud infrastructure management with Alibaba Cloud services. It shows clear task dependencies (create_vpc >> create_bucket >> delete_bucket >> delete_vpc) and programmatic interaction with Alibaba OSS bucket resources (create and delete operations). The workflow illustrates both OSS bucket management and VPC interactions as requested.,0.6666666666666666
840,Fine-tuned (Qwen 2.5 1.5B Airflow),184,1,"The code correctly uses the OracleStoredProcedureOperator from airflow.providers.oracle.operators.oracle, which is the idiomatic and native Airflow operator for executing Oracle stored procedures. It does not wrap logic in a PythonOperator with hooks, demonstrating proper use of Airflow providers.",0,"The code contains clear hallucination/leakage issues. It imports 'from tests.system.utils import get_test_run' (appears twice with inconsistent capitalization) and includes 'test_run = get_test_run(dag)', which are internal testing utilities and test harness boilerplate that should not appear in production DAG code. This is explicitly mentioned as a failure case in the scoring criteria.",0,"The instruction asks for a workflow that 'explores various methods of executing database operations with input and output parameter handling' and 'highlights different parameter input strategies for stored procedures.' However, the DAG only shows a single task with one approach to parameter passing (embedded in the procedure string), and critically has a syntax error (unclosed quote in the procedure parameter: 'TEST_PROCEDURE',). It does not demonstrate multiple methods, does not show output parameter handling, and does not create a comprehensive data processing workflow exploring different strategies as requested.",0.3333333333333333
841,Fine-tuned (Qwen 2.5 1.5B Airflow),185,1,"The code correctly uses the native GCSToBigQueryOperator from airflow.providers.google.cloud.transfers.gcs_to_bigquery, which is the idiomatic Airflow approach for transferring data from GCS to BigQuery. It does not wrap functionality in PythonOperator with hooks, but instead uses the purpose-built operator designed for this task.",0,"The code contains clear test harness boilerplate and imports internal testing modules. Specifically, it includes 'import pytest', 'pytest.skipif_missing_google_cloud_components()', and most critically 'from tests.system.utils import get_test_run' followed by 'test_run = get_test_run(dag)'. These are testing artifacts that should not appear in production DAG code.",0,"The instruction specifically requests transforming a 'local CSV file containing US state information' into BigQuery. However, the code reads from a GCS bucket ('cloud-samples-data') with an 'employees.csv' file, not from local storage. The instruction emphasizes 'moving structured data from local storage to cloud-based analytical platforms', but the code skips the local-to-GCS upload step entirely and only handles the GCS-to-BigQuery transfer. A complete solution would need a LocalFilesystemToGCSOperator or similar to first upload the local CSV to GCS.",0.3333333333333333
842,Fine-tuned (Qwen 2.5 1.5B Airflow),186,1,"The code uses specific Airflow provider operators (CloudMemorystoreCreateDbOperator, CloudMemorystoreDeleteDbOperator, CloudMemorystoreManagePoolOperator, CloudMemorystoreManageInstancePointsOperator) from airflow.providers.google.cloud.operators.cloud_memorystore rather than wrapping logic in PythonOperator with hooks. This is the idiomatic Airflow approach for GCP Cloud Memorystore operations.",0,"The code contains a clear hallucination at the bottom: 'from tests_common.test_utils.system_tests import get_test_run' which imports internal testing modules. This is test harness boilerplate that should not be in production code. Additionally, there are typos in variable names (QDRANK_INDEX_NAME instead of QDRANT_INDEX_NAME) and the CloudMemorystoreDenseQdrantOperator is imported but never used, suggesting this may be generated from test/example code.",0,"The instruction asks for a workflow to create and manage a 'distributed caching service' with 'specific node and memory configurations'. However, the code focuses on Cloud Memorystore with Qdrant vector database operations (points, pools, indexes) rather than traditional distributed caching configurations. There are no explicit node count, memory size, or cache-specific configurations shown. The code also has incomplete/broken configuration (QDRANK_INDEX_NAME typo, unused DELETE_DB_BODY, incomplete task dependencies) and doesn't demonstrate the scalable in-memory data storage setup with precise configuration controls as requested.",0.3333333333333333
843,Fine-tuned (Qwen 2.5 1.5B Airflow),187,0,The code uses GCSHook wrapped in a PythonOperator (@task decorator) for the delete_bucket function instead of using the native GCSDeleteBucketOperator that is already imported. The GCSDeleteBucketOperator should be used directly as it's the idiomatic Airflow approach for deleting GCS buckets.,0,The code contains test harness boilerplate at the bottom with 'from tests_common.test_utils.watcher import watcher' and 'list(dag.tasks) >> watcher()'. This is internal testing infrastructure that should not appear in production DAG code.,0,"The instruction asks for 'downloading the file' as part of the workflow, but the DAG only uploads files to GCS and uses sensors to wait for them. There is no operator that downloads the file from GCS back to local filesystem (e.g., GCSToLocalFilesystemOperator). Additionally, there are syntax errors ('is' instead of ':' in the with statement, 'LocalFilesystemToGCSOperator' typo) and logical errors (file opened in read mode but attempting to write, tasks not properly chained). The create_file function also has a bug - it opens the file without 'w' mode.",0.0
844,Fine-tuned (Qwen 2.5 1.5B Airflow),188,0,"The code uses BashOperator instead of Kafka-specific operators. For an event-driven Kafka pipeline, it should use providers like 'airflow.providers.apache.kafka.operators' and 'airflow.providers.apache.kafka.sensors' (e.g., KafkaProducerOperator, KafkaConsumerOperator, or custom sensors). The current implementation doesn't demonstrate any Kafka integration whatsoever.",0,"The code references an undefined 'dag' variable that is never instantiated. This would cause a NameError at runtime. Additionally, the task_id 'sleep_{{task_instance}}' uses invalid Jinja templating that won't render properly as a task_id (task_ids should be static strings, not templated). The code is not production-ready.",0,"The instruction explicitly requests: (1) event-driven DAG with Kafka, (2) message production and consumption, (3) a sensor that triggers based on number characteristics, (4) asynchronous message processing, and (5) conditional event handling. The provided code does none of this - it only contains basic BashOperators that echo and sleep, with no Kafka integration, no sensors, no message processing, and no conditional logic based on number characteristics.",0.0
845,Fine-tuned (Qwen 2.5 1.5B Airflow),189,1,"The code uses native Airflow operators designed for the specific tasks: GCSCreateBucketOperator for bucket creation, CloudTextToSpeechSynthesizeOperator for text-to-speech conversion, and GCSDeleteBucketOperator for cleanup. It does not wrap functionality in PythonOperators with hooks, which demonstrates proper idiomatic Airflow usage.",0,The code includes test harness boilerplate at the end: 'from tests.system.utils import get_test_run' and 'test_run = get_test_run(dag)'. These are internal testing utilities that should not be present in production-ready DAG code. This is a clear example of test infrastructure leakage.,1,"The DAG fulfills all requirements from the user instruction: (1) creates a GCS bucket using GCSCreateBucketOperator, (2) converts text to speech using CloudTextToSpeechSynthesizeOperator and stores the audio file in the bucket (output_uri_template points to the bucket), and (3) cleans up the bucket using GCSDeleteBucketOperator with appropriate trigger rule. The business logic is complete and correctly sequenced.",0.6666666666666666
846,Fine-tuned (Qwen 2.5 1.5B Airflow),190,1,"The code uses appropriate BigQuery-specific operators from airflow.providers.google.cloud.operators.bigquery including BigQueryCreateEmptyDatasetOperator, BigQueryCreateTableOperator, BigQueryInsertJobOperator, BigQuerySelectOperator, and BigQueryDeleteDatasetOperator. These are the idiomatic Airflow operators for BigQuery operations rather than wrapping logic in PythonOperator with hooks.",0,"The code contains multiple test harness imports and boilerplate that should not be in production code. Specifically: 1) imports pytest which is a testing library, 2) imports from 'tests.system.utils.watcher' and uses watcher() function, 3) includes 'from tests.syste' at the end (incomplete import), 4) uses ENV_ID from environment variables typically used in system tests, 5) includes START/END comment markers typical of documentation examples, and 6) references TriggerDagRule which appears to be test-related. The code also has syntax errors (missing comma, unclosed string quote in TABLE_2_ID, undefined variables in SQL query).",0,"The instruction asks for a pipeline demonstrating dynamic table creation and transformation in BigQuery with multiple data object types including standard tables, views, and materialized views. The code only creates two standard tables and runs basic queries. It does NOT create or demonstrate: 1) views, 2) materialized views, 3) transformations between different table types, or 4) modifications to existing tables. The code is more of a basic CRUD example rather than a comprehensive demonstration of different BigQuery object types and their transformations as requested.",0.3333333333333333
847,Fine-tuned (Qwen 2.5 1.5B Airflow),191,1,"The code uses native Airflow operators designed specifically for the task: SpreadsheetToGCSOperator for transferring data from Google Sheets to GCS, and GCSToSpreadsheetOperator for transferring data from GCS back to Google Sheets. These are the appropriate provider operators from airflow.providers.google.suite.transfers, not generic PythonOperator wrappers around hooks.",0,"The code contains clear test harness boilerplate and imports internal testing modules. Specifically: 'from tests.system.utils.watcher import watcher', 'from tests.system.utils import get_test_run', 'test_run = get_test_run(dag)', and 'list(dag.tasks) | watcher()'. These are testing utilities that should not be present in production DAG code.",0,"The task dependency is incorrect. The code has 'get_spreadsheet >> update_spreadsheet', which means it first loads data FROM GCS to a spreadsheet, then exports FROM spreadsheet to GCS. The instruction requires: (1) extract spreadsheet data, (2) transfer to cloud storage, (3) reimport to new spreadsheet. The correct flow should be 'update_spreadsheet >> get_spreadsheet' (export first, then import). The current implementation reverses the logical migration pipeline flow.",0.3333333333333333
848,Fine-tuned (Qwen 2.5 1.5B Airflow),193,1,"The code uses native Airflow operators designed for the specific tasks: MySqlToGCSOperator for transferring data from MySQL to GCS, GCSCreateBucketOperator for bucket creation, and GCSDeleteBucketOperator for bucket deletion. These are all provider-specific operators from airflow.providers.google.cloud, which is the idiomatic approach rather than wrapping hooks in PythonOperators.",0,"The code contains test harness boilerplate that should not be in production code. Specifically, it imports 'from tests.system.utils import get_test_run' and includes 'test_run = get_test_run(dag)' at the bottom. These are internal testing utilities that indicate this is example/test code rather than clean, production-ready code.",0,"While the DAG demonstrates MySQL to GCS data transfer with bucket management, it does NOT fulfill the instruction requirement for a 'one-time batch process' in a production sense. The DAG includes a delete_bucket task that removes the bucket after data transfer, which contradicts the goal of 'storage' - the data is immediately deleted. For a real data migration workflow, the bucket and data should persist after transfer. The deletion step appears to be test cleanup logic rather than actual migration logic.",0.3333333333333333
849,Fine-tuned (Qwen 2.5 1.5B Airflow),194,0,"The code does not use the appropriate operators for the task. The instruction requires extracting data from BigQuery and loading into PostgreSQL, which should use BigQueryToPostgresOperator or a combination of BigQueryOperator with a transfer operator. Instead, the code uses PGDBOperator with hardcoded INSERT statements, which doesn't perform any data extraction from BigQuery at all.",0,The code includes test harness boilerplate at the end: 'from tests.system.utils import get_test_run' and 'test_run = get_test_run(dag)'. These are internal testing modules that should not appear in production DAG code.,0,"The code completely fails to meet the instruction requirements. The instruction asks for extracting salary records from BigQuery and loading them into PostgreSQL with configurable parameters, error handling, and resource management. The generated code: (1) doesn't connect to or query BigQuery at all, (2) uses hardcoded INSERT statements instead of data extraction, (3) has no configurable parameters for the data transfer, (4) lacks error handling mechanisms, (5) has no resource management implementation, and (6) the DAG name and comments reference 'GCS to Postgres' instead of 'BigQuery to Postgres'.",0.0
850,Fine-tuned (Qwen 2.5 1.5B Airflow),196,0,"The DAG does not use Airflow's native parameter passing mechanisms idiomatically. It should use DAG-level 'params' with Param objects and access them via context or templating (e.g., {{ params.vendma }}). Instead, it hardcodes a dictionary directly in the task call. Additionally, the instruction mentions 'Python and Bash tasks' but only a Python task is implemented - a BashOperator demonstrating parameter templating is missing entirely.",1,"The code uses only standard Airflow libraries (airflow.decorators, airflow.models.dag) and common dependencies (pendulum, datetime). No test harness code, internal testing modules, or non-standard imports are present.",0,"The instruction explicitly requests: (1) demonstrating parameter passing methods, (2) environment variable testing, (3) showcasing different methods of injecting runtime configuration, and (4) illustrating parameter access across both Python AND Bash tasks. The provided code only shows a single Python task with hardcoded parameters, lacks any Bash task, demonstrates no environment variable usage, and doesn't showcase Airflow's params feature or multiple configuration injection methods (templating, context variables, etc.).",0.3333333333333333
851,Fine-tuned (Qwen 2.5 1.5B Airflow),197,0,"The code uses a PythonOperator (via @task decorator) for the delete operation that only prints a message and returns True, rather than performing actual work. While it does include ADLSDeleteOperator, it's missing the upload operator entirely. For a proper idiomatic implementation, it should use ADLSUploadOperator (or similar Azure provider operator) for uploading the file and ADLSDeleteOperator for deletion, without wrapping logic in Python callables.",1,"The code uses only standard Airflow libraries and Azure provider operators. There are no imports from test utilities or internal testing modules. The code is clean from a hallucination perspective, though functionally incomplete.",0,"The instruction requires two specific operations: (1) upload a local file to Azure Data Lake Storage, and (2) delete the uploaded file. The provided code only implements the delete operation using ADLSDeleteOperator and includes a dummy Python task that prints but doesn't actually perform any upload. The upload functionality is completely missing, which is a critical omission that fails to meet the core requirement of the instruction.",0.3333333333333333
852,Fine-tuned (Qwen 2.5 1.5B Airflow),198,1,"The DAG uses native Airflow providers and operators designed for Google Cloud services. It properly imports and uses DataflowCreateBatchOperator, DataflowRunBatchOperator, DataflowDeleteBatchOperator, GCSCreateBucketOperator, and GCSDeleteBucketOperator from airflow.providers.google.cloud.operators. No generic PythonOperator wrappers are used where specific operators exist.",0,"The code contains clear test harness boilerplate and imports internal testing modules. Specifically, it imports 'from tests_common.test_utils.watcher import watcher' and 'from tests_common.test_utils.system_tests import get_test_run', and includes 'test_run = get_test_run(dag)' at the end. It also has TEST SETUP/TEST BODY/TEST TEARDOWN comments and calls watcher() which are not production-ready patterns.",0,"The instruction asks for a batch text analysis pipeline using a word count example with a sample text file, but the code does not implement this. There is no text file upload to GCS, no word count Dataflow job specification, and no actual Dataflow pipeline definition. The operators used (DataflowRunBatchOperator, DataflowCreateBatchOperator) appear to be misused or incorrectly configured - they don't specify an actual Dataflow job template or pipeline code. The BATCH_PIPELINE_OPTIONS don't reference any word count logic or input/output files. Additionally, DataflowDeleteBatchOperator is imported but never used, missing the 'deleting' part of the lifecycle management requested.",0.3333333333333333
853,Fine-tuned (Qwen 2.5 1.5B Airflow),199,1,"The code uses native Airflow providers and operators appropriately: S3CreateBucketOperator, S3DeleteBucketOperator, and S3ToSqlOperator from airflow.providers.amazon.aws. These are the idiomatic, purpose-built operators for S3 operations rather than wrapping hooks in PythonOperators.",0,"The code contains clear test harness boilerplate and imports internal testing modules. Specifically, it imports 'from tests_common.test_utils.watcher import watcher' and 'from tests_common.test_utils.system_tests import get_test_run', then uses 'watcher()' and 'test_run = get_test_run(dag)'. These are testing utilities not appropriate for production code. Additionally, the ENV_ID pattern and comments like '# TEST SETUP', '# TEST BODY', '# TEST TEARDOWN' indicate this is test infrastructure code.",0,"The instruction specifically requests 'modern asset-based decorators' to illustrate 'relationship between data producers and consumers' in a data workflow. The provided code does not use any asset-based decorators (like @asset or Dataset features in Airflow 2.4+/3.x), nor does it demonstrate producer-consumer relationships through assets. Instead, it's a simple linear pipeline using traditional operators for S3-to-SQL transfer without any asset management or scheduling based on data dependencies.",0.3333333333333333
854,Fine-tuned (Qwen 2.5 1.5B Airflow),200,0,"The code defines task functions decorated with @task but then tries to instantiate them as classes (t1 = TaskCreateSingularityImage()). The SingularityOperator is imported but never used. Instead, the code wraps shell commands (os.system) inside PythonOperator-style task functions. Idiomatic Airflow would use the SingularityOperator directly for Singularity container operations, not wrap os.system calls in Python callables.",0,"The code explicitly imports from 'tests.system.utils' (line: from tests.system.utils import get_test_run) and includes test harness boilerplate (test_run = get_test_run(dag)). This is internal testing infrastructure that should not appear in production DAG code, indicating hallucination/leakage from test examples.",0,"While the instruction asks for orchestrating system-level tasks with time-based scheduling, command execution, and error handling, this code has multiple critical issues: (1) The task definitions are syntactically broken (decorated functions called as class constructors), (2) No actual error handling is implemented beyond a trigger_rule on the cleanup task, (3) The 'zeugman' command appears to be fictional/non-standard, (4) Connection object is created in DAG context but not properly managed, (5) The code would fail to execute as written. The instruction's core requirements are not properly fulfilled.",0.0
855,Fine-tuned (Qwen 2.5 1.5B Airflow),201,0,"The code misuses Airflow patterns by calling `.operator` on Hooks and Operators (e.g., `ComputeEngineHook(...).operator` and `ComputeEngineInsertInstanceOperator(...).operator`), which is not valid Airflow syntax. Operators should be instantiated directly, not derived from Hooks. Additionally, the code uses Compute Engine operators instead of the appropriate GCS operators (GCSCreateBucketOperator, GCSDeleteBucketOperator) for the stated task of managing Cloud Storage buckets.",0,"The code contains multiple hallucinated/undefined variables (ENDPOINT, DISKR_URI, DISKMRI, DISKNETWORK, DISKENTRY, DISKDSTNAME) and references a non-existent operator `ComputeEngineCopyDiskOperator`. It also has syntax errors (e.g., `with DAG(...) is:` instead of `as dag:`), missing imports (timedelta), and the code is incomplete (truncated at `# [START howto_`). The `.operator` attribute calls on Hook and Operator instances are fabricated patterns not present in Airflow.",0,"The instruction explicitly requests creating a GCS bucket, transferring data, and cleaning up the bucket. However, the generated code focuses on Compute Engine instances and disk operations instead of Cloud Storage bucket operations. It does not use GCSCreateBucketOperator, any data transfer operators for GCS, or GCSDeleteBucketOperator. The code completely misses the core requirement of GCS bucket management.",0.0
856,Fine-tuned (Qwen 2.5 1.5B Airflow),202,0,"While the code does use native Airflow operators like CloudNaturalLanguageAnnotateDocumentOperator and CloudNaturalLanguageClassifyTextOperator, it only uses Google Cloud Natural Language API operators. The instruction specifically requests a 'multimodal machine learning pipeline' that processes 'text and image data' with 'embedding, generation, and safety-filtered content evaluation'. This requires operators for Vertex AI (for multimodal models, embeddings, and generation) and potentially Vision API for image processing, not just Natural Language API for text analysis. The code fails to use the appropriate operators for the multimodal AI task described.",0,"The code contains multiple critical issues: (1) Syntax error with 'is it:' instead of a proper context manager, (2) Malformed XCom pull template string with broken quotes and syntax, (3) References to undefined variables like BUCKET_NAME, (4) Imports 'env_id()' and references 'system_tests_system_test_params' which appear to be test harness patterns, (5) References to non-existent local file paths and resources, (6) The code appears to be a corrupted merge of multiple example files with incomplete and broken sections. The DAG would not execute successfully.",0,"The instruction requires an 'AI-powered content analysis pipeline using multimodal machine learning models to process text AND image data' with 'embedding, generation, and safety-filtered content evaluation'. The provided code only implements basic Google Cloud Natural Language API operations (text annotation and classification) on a single text document. It completely misses: (1) Image processing capabilities, (2) Multimodal model integration (e.g., Gemini via Vertex AI), (3) Embedding generation, (4) Content generation, (5) Safety filtering evaluation, (6) Any pipeline structure that processes multiple input types. The code does not fulfill the core requirements of the instruction.",0.0
857,Fine-tuned (Qwen 2.5 1.5B Airflow),203,1,"The code uses the appropriate native Airflow operator 'GoogleCloudSpreadsheetToGCSOperator' from the Google Cloud provider package, which is specifically designed for transferring data from Google Spreadsheets to GCS. It also uses other idiomatic operators like GCSCreateBucketOperator and LocalFilesystemToGCSOperator rather than wrapping logic in PythonOperators with hooks.",0,"The code contains clear test harness boilerplate and imports internal testing modules. Specifically, it imports 'from tests_common.test_utils.watcher import watcher' and 'from tests_common.test_utils.system_tests import get_test_run', and includes test setup/teardown logic with comments like '# TEST SETUP', '# TEST BODY', '# TEST TEARDOWN'. It also calls 'watcher()' and 'get_test_run(dag)' which are testing utilities not appropriate for production code.",1,"The DAG fulfills the user instruction requirements: it extracts tabular data from a Google Spreadsheet using GoogleCloudSpreadsheetToGCSOperator, transfers it to cloud storage (GCS), implements dynamic environment-based naming via ENV_ID variable (BUCKET_NAME = f'bucket_{DAG_ID}_{ENV_ID}'), and provides a repeatable template for extracting structured data from cloud-based spreadsheet services for downstream processing.",0.6666666666666666
858,Fine-tuned (Qwen 2.5 1.5B Airflow),204,0,"The code uses MSGraphTransferOperator which is not the appropriate operator for transferring data from Azure Blob Storage to S3. MSGraphTransferOperator is designed for Microsoft Graph API operations, not for Azure Blob to S3 transfers. The idiomatic approach would be to use operators like S3CreateBucketOperator, AzureBlobStorageToS3Operator (or a combination of AzureBlobStorageHook with S3Hook in a transfer operator), and S3DeleteBucketOperator. The current implementation does not use the correct providers for the stated task.",0,"The code explicitly imports and uses testing modules that should not be in production code: 'from tests_common.test_utils.watcher import watcher' and 'from tests_common.test_utils.system_tests import get_test_run'. These are test harness components that indicate this is test boilerplate rather than clean production code. Additionally, the code references 'test_run = get_test_run(dag)' which is a clear test artifact.",0,"The instruction explicitly requests: (1) create a temporary S3 bucket, (2) transfer data from Azure Blob Storage to S3, and (3) delete the S3 bucket after completion. The provided code does none of these correctly. It uses MSGraphTransferOperator (wrong operator), references GCP_PROJECT_ID instead of AWS/S3 resources, transfers to 'azure-blob://' instead of S3, and uses a generic BashOperator for cleanup instead of S3DeleteBucketOperator. The code does not implement the requested Azure Blob to S3 transfer workflow with proper setup and teardown stages.",0.0
859,Fine-tuned (Qwen 2.5 1.5B Airflow),205,1,"The code uses native Airflow providers and operators appropriately (GCSCreateBucketOperator, GCSDeleteBucketOperator, CloudNaturalLanguageTextExtractEntitySetCreateOperator, etc.) rather than wrapping logic in PythonOperators with hooks. This is idiomatic Airflow usage.",0,"The code contains clear test harness boilerplate and imports from internal testing modules. Specifically, it imports 'from tests.system.utils.watcher import watcher', 'from tests.system.utils import get_test_run', and includes 'test_run = get_test_run(dag)' and 'list(watcher(dag))'. These are testing artifacts that should not appear in production code.",0,"The instruction requests a machine learning data processing pipeline for housing price prediction with dataset preparation and model training steps. However, the provided code implements a Google Cloud Natural Language API workflow for text entity extraction, which is completely unrelated to housing price prediction, data transformation, or ML model training. This appears to be an entirely different use case that does not fulfill any aspect of the user's instruction.",0.3333333333333333
